Gene_Symbol,Probe_ID_GPL570,Probe_ID_GPL96,Mapping_Status,Platform_Source,Gene_Title,Mapping_Confidence
GENE_00879,probe_gpl570_00879,probe_gpl96_00879,Shared,GPL570 & GPL96,Gene 879,High
GENE_00880,probe_gpl570_00880,probe_gpl96_00880,Shared,GPL570 & GPL96,Gene 880,High
GENE_00881,probe_gpl570_00881,probe_gpl96_00881,Shared,GPL570 & GPL96,Gene 881,High
GENE_00882,probe_gpl570_00882,probe_gpl96_00882,Shared,GPL570 & GPL96,Gene 882,High
GENE_00883,probe_gpl570_00883,probe_gpl96_00883,Shared,GPL570 & GPL96,Gene 883,High
GENE_00884,probe_gpl570_00884,probe_gpl96_00884,Shared,GPL570 & GPL96,Gene 884,High
GENE_00885,probe_gpl570_00885,probe_gpl96_00885,Shared,GPL570 & GPL96,Gene 885,High
GENE_00886,probe_gpl570_00886,probe_gpl96_00886,Shared,GPL570 & GPL96,Gene 886,High
GENE_00887,probe_gpl570_00887,probe_gpl96_00887,Shared,GPL570 & GPL96,Gene 887,High
GENE_00888,probe_gpl570_00888,probe_gpl96_00888,Shared,GPL570 & GPL96,Gene 888,High
GENE_00889,probe_gpl570_00889,probe_gpl96_00889,Shared,GPL570 & GPL96,Gene 889,High
GENE_00890,probe_gpl570_00890,probe_gpl96_00890,Shared,GPL570 & GPL96,Gene 890,High
GENE_00891,probe_gpl570_00891,probe_gpl96_00891,Shared,GPL570 & GPL96,Gene 891,High
GENE_00892,probe_gpl570_00892,probe_gpl96_00892,Shared,GPL570 & GPL96,Gene 892,High
GENE_00893,probe_gpl570_00893,probe_gpl96_00893,Shared,GPL570 & GPL96,Gene 893,High
GENE_00894,probe_gpl570_00894,probe_gpl96_00894,Shared,GPL570 & GPL96,Gene 894,High
GENE_00895,probe_gpl570_00895,probe_gpl96_00895,Shared,GPL570 & GPL96,Gene 895,High
GENE_00896,probe_gpl570_00896,probe_gpl96_00896,Shared,GPL570 & GPL96,Gene 896,High
GENE_00897,probe_gpl570_00897,probe_gpl96_00897,Shared,GPL570 & GPL96,Gene 897,High
GENE_00898,probe_gpl570_00898,probe_gpl96_00898,Shared,GPL570 & GPL96,Gene 898,High
GENE_00899,probe_gpl570_00899,probe_gpl96_00899,Shared,GPL570 & GPL96,Gene 899,High
GENE_00900,probe_gpl570_00900,probe_gpl96_00900,Shared,GPL570 & GPL96,Gene 900,High
GENE_00901,probe_gpl570_00901,probe_gpl96_00901,Shared,GPL570 & GPL96,Gene 901,High
GENE_00902,probe_gpl570_00902,probe_gpl96_00902,Shared,GPL570 & GPL96,Gene 902,High
GENE_00903,probe_gpl570_00903,probe_gpl96_00903,Shared,GPL570 & GPL96,Gene 903,High
GENE_00904,probe_gpl570_00904,probe_gpl96_00904,Shared,GPL570 & GPL96,Gene 904,High
GENE_00905,probe_gpl570_00905,probe_gpl96_00905,Shared,GPL570 & GPL96,Gene 905,High
GENE_00906,probe_gpl570_00906,probe_gpl96_00906,Shared,GPL570 & GPL96,Gene 906,High
GENE_00907,probe_gpl570_00907,probe_gpl96_00907,Shared,GPL570 & GPL96,Gene 907,High
GENE_00908,probe_gpl570_00908,probe_gpl96_00908,Shared,GPL570 & GPL96,Gene 908,High
GENE_00909,probe_gpl570_00909,probe_gpl96_00909,Shared,GPL570 & GPL96,Gene 909,High
GENE_00910,probe_gpl570_00910,probe_gpl96_00910,Shared,GPL570 & GPL96,Gene 910,High
GENE_00911,probe_gpl570_00911,probe_gpl96_00911,Shared,GPL570 & GPL96,Gene 911,High
GENE_00912,probe_gpl570_00912,probe_gpl96_00912,Shared,GPL570 & GPL96,Gene 912,High
GENE_00913,probe_gpl570_00913,probe_gpl96_00913,Shared,GPL570 & GPL96,Gene 913,High
GENE_00914,probe_gpl570_00914,probe_gpl96_00914,Shared,GPL570 & GPL96,Gene 914,High
GENE_00915,probe_gpl570_00915,probe_gpl96_00915,Shared,GPL570 & GPL96,Gene 915,High
GENE_00916,probe_gpl570_00916,probe_gpl96_00916,Shared,GPL570 & GPL96,Gene 916,High
GENE_00917,probe_gpl570_00917,probe_gpl96_00917,Shared,GPL570 & GPL96,Gene 917,High
GENE_00918,probe_gpl570_00918,probe_gpl96_00918,Shared,GPL570 & GPL96,Gene 918,High
GENE_00919,probe_gpl570_00919,probe_gpl96_00919,Shared,GPL570 & GPL96,Gene 919,High
GENE_00920,probe_gpl570_00920,probe_gpl96_00920,Shared,GPL570 & GPL96,Gene 920,High
GENE_00921,probe_gpl570_00921,probe_gpl96_00921,Shared,GPL570 & GPL96,Gene 921,High
GENE_00922,probe_gpl570_00922,probe_gpl96_00922,Shared,GPL570 & GPL96,Gene 922,High
GENE_00923,probe_gpl570_00923,probe_gpl96_00923,Shared,GPL570 & GPL96,Gene 923,High
GENE_00924,probe_gpl570_00924,probe_gpl96_00924,Shared,GPL570 & GPL96,Gene 924,High
GENE_00925,probe_gpl570_00925,probe_gpl96_00925,Shared,GPL570 & GPL96,Gene 925,High
GENE_00926,probe_gpl570_00926,probe_gpl96_00926,Shared,GPL570 & GPL96,Gene 926,High
GENE_00927,probe_gpl570_00927,probe_gpl96_00927,Shared,GPL570 & GPL96,Gene 927,High
GENE_00928,probe_gpl570_00928,probe_gpl96_00928,Shared,GPL570 & GPL96,Gene 928,High
GENE_00929,probe_gpl570_00929,probe_gpl96_00929,Shared,GPL570 & GPL96,Gene 929,High
GENE_00930,probe_gpl570_00930,probe_gpl96_00930,Shared,GPL570 & GPL96,Gene 930,High
GENE_00931,probe_gpl570_00931,probe_gpl96_00931,Shared,GPL570 & GPL96,Gene 931,High
GENE_00932,probe_gpl570_00932,probe_gpl96_00932,Shared,GPL570 & GPL96,Gene 932,High
GENE_00933,probe_gpl570_00933,probe_gpl96_00933,Shared,GPL570 & GPL96,Gene 933,High
GENE_00934,probe_gpl570_00934,probe_gpl96_00934,Shared,GPL570 & GPL96,Gene 934,High
GENE_00935,probe_gpl570_00935,probe_gpl96_00935,Shared,GPL570 & GPL96,Gene 935,High
GENE_00936,probe_gpl570_00936,probe_gpl96_00936,Shared,GPL570 & GPL96,Gene 936,High
GENE_00937,probe_gpl570_00937,probe_gpl96_00937,Shared,GPL570 & GPL96,Gene 937,High
GENE_00938,probe_gpl570_00938,probe_gpl96_00938,Shared,GPL570 & GPL96,Gene 938,High
GENE_00939,probe_gpl570_00939,probe_gpl96_00939,Shared,GPL570 & GPL96,Gene 939,High
GENE_00940,probe_gpl570_00940,probe_gpl96_00940,Shared,GPL570 & GPL96,Gene 940,High
GENE_00941,probe_gpl570_00941,probe_gpl96_00941,Shared,GPL570 & GPL96,Gene 941,High
GENE_00942,probe_gpl570_00942,probe_gpl96_00942,Shared,GPL570 & GPL96,Gene 942,High
GENE_00943,probe_gpl570_00943,probe_gpl96_00943,Shared,GPL570 & GPL96,Gene 943,High
GENE_00944,probe_gpl570_00944,probe_gpl96_00944,Shared,GPL570 & GPL96,Gene 944,High
GENE_00945,probe_gpl570_00945,probe_gpl96_00945,Shared,GPL570 & GPL96,Gene 945,High
GENE_00946,probe_gpl570_00946,probe_gpl96_00946,Shared,GPL570 & GPL96,Gene 946,High
GENE_00947,probe_gpl570_00947,probe_gpl96_00947,Shared,GPL570 & GPL96,Gene 947,High
GENE_00948,probe_gpl570_00948,probe_gpl96_00948,Shared,GPL570 & GPL96,Gene 948,High
GENE_00949,probe_gpl570_00949,probe_gpl96_00949,Shared,GPL570 & GPL96,Gene 949,High
GENE_00950,probe_gpl570_00950,probe_gpl96_00950,Shared,GPL570 & GPL96,Gene 950,High
GENE_00951,probe_gpl570_00951,probe_gpl96_00951,Shared,GPL570 & GPL96,Gene 951,High
GENE_00952,probe_gpl570_00952,probe_gpl96_00952,Shared,GPL570 & GPL96,Gene 952,High
GENE_00953,probe_gpl570_00953,probe_gpl96_00953,Shared,GPL570 & GPL96,Gene 953,High
GENE_00954,probe_gpl570_00954,probe_gpl96_00954,Shared,GPL570 & GPL96,Gene 954,High
GENE_00955,probe_gpl570_00955,probe_gpl96_00955,Shared,GPL570 & GPL96,Gene 955,High
GENE_00956,probe_gpl570_00956,probe_gpl96_00956,Shared,GPL570 & GPL96,Gene 956,High
GENE_00957,probe_gpl570_00957,probe_gpl96_00957,Shared,GPL570 & GPL96,Gene 957,High
GENE_00958,probe_gpl570_00958,probe_gpl96_00958,Shared,GPL570 & GPL96,Gene 958,High
GENE_00959,probe_gpl570_00959,probe_gpl96_00959,Shared,GPL570 & GPL96,Gene 959,High
GENE_00960,probe_gpl570_00960,probe_gpl96_00960,Shared,GPL570 & GPL96,Gene 960,High
GENE_00961,probe_gpl570_00961,probe_gpl96_00961,Shared,GPL570 & GPL96,Gene 961,High
GENE_00962,probe_gpl570_00962,probe_gpl96_00962,Shared,GPL570 & GPL96,Gene 962,High
GENE_00963,probe_gpl570_00963,probe_gpl96_00963,Shared,GPL570 & GPL96,Gene 963,High
GENE_00964,probe_gpl570_00964,probe_gpl96_00964,Shared,GPL570 & GPL96,Gene 964,High
GENE_00965,probe_gpl570_00965,probe_gpl96_00965,Shared,GPL570 & GPL96,Gene 965,High
GENE_00966,probe_gpl570_00966,probe_gpl96_00966,Shared,GPL570 & GPL96,Gene 966,High
GENE_00967,probe_gpl570_00967,probe_gpl96_00967,Shared,GPL570 & GPL96,Gene 967,High
GENE_00968,probe_gpl570_00968,probe_gpl96_00968,Shared,GPL570 & GPL96,Gene 968,High
GENE_00969,probe_gpl570_00969,probe_gpl96_00969,Shared,GPL570 & GPL96,Gene 969,High
GENE_00970,probe_gpl570_00970,probe_gpl96_00970,Shared,GPL570 & GPL96,Gene 970,High
GENE_00971,probe_gpl570_00971,probe_gpl96_00971,Shared,GPL570 & GPL96,Gene 971,High
GENE_00972,probe_gpl570_00972,probe_gpl96_00972,Shared,GPL570 & GPL96,Gene 972,High
GENE_00973,probe_gpl570_00973,probe_gpl96_00973,Shared,GPL570 & GPL96,Gene 973,High
GENE_00974,probe_gpl570_00974,probe_gpl96_00974,Shared,GPL570 & GPL96,Gene 974,High
GENE_00975,probe_gpl570_00975,probe_gpl96_00975,Shared,GPL570 & GPL96,Gene 975,High
GENE_00976,probe_gpl570_00976,probe_gpl96_00976,Shared,GPL570 & GPL96,Gene 976,High
GENE_00977,probe_gpl570_00977,probe_gpl96_00977,Shared,GPL570 & GPL96,Gene 977,High
GENE_00978,probe_gpl570_00978,probe_gpl96_00978,Shared,GPL570 & GPL96,Gene 978,High
GENE_00979,probe_gpl570_00979,probe_gpl96_00979,Shared,GPL570 & GPL96,Gene 979,High
GENE_00980,probe_gpl570_00980,probe_gpl96_00980,Shared,GPL570 & GPL96,Gene 980,High
GENE_00981,probe_gpl570_00981,probe_gpl96_00981,Shared,GPL570 & GPL96,Gene 981,High
GENE_00982,probe_gpl570_00982,probe_gpl96_00982,Shared,GPL570 & GPL96,Gene 982,High
GENE_00983,probe_gpl570_00983,probe_gpl96_00983,Shared,GPL570 & GPL96,Gene 983,High
GENE_00984,probe_gpl570_00984,probe_gpl96_00984,Shared,GPL570 & GPL96,Gene 984,High
GENE_00985,probe_gpl570_00985,probe_gpl96_00985,Shared,GPL570 & GPL96,Gene 985,High
GENE_00986,probe_gpl570_00986,probe_gpl96_00986,Shared,GPL570 & GPL96,Gene 986,High
GENE_00987,probe_gpl570_00987,probe_gpl96_00987,Shared,GPL570 & GPL96,Gene 987,High
GENE_00988,probe_gpl570_00988,probe_gpl96_00988,Shared,GPL570 & GPL96,Gene 988,High
GENE_00989,probe_gpl570_00989,probe_gpl96_00989,Shared,GPL570 & GPL96,Gene 989,High
GENE_00990,probe_gpl570_00990,probe_gpl96_00990,Shared,GPL570 & GPL96,Gene 990,High
GENE_00991,probe_gpl570_00991,probe_gpl96_00991,Shared,GPL570 & GPL96,Gene 991,High
GENE_00992,probe_gpl570_00992,probe_gpl96_00992,Shared,GPL570 & GPL96,Gene 992,High
GENE_00993,probe_gpl570_00993,probe_gpl96_00993,Shared,GPL570 & GPL96,Gene 993,High
GENE_00994,probe_gpl570_00994,probe_gpl96_00994,Shared,GPL570 & GPL96,Gene 994,High
GENE_00995,probe_gpl570_00995,probe_gpl96_00995,Shared,GPL570 & GPL96,Gene 995,High
GENE_00996,probe_gpl570_00996,probe_gpl96_00996,Shared,GPL570 & GPL96,Gene 996,High
GENE_00997,probe_gpl570_00997,probe_gpl96_00997,Shared,GPL570 & GPL96,Gene 997,High
GENE_00998,probe_gpl570_00998,probe_gpl96_00998,Shared,GPL570 & GPL96,Gene 998,High
GENE_00999,probe_gpl570_00999,probe_gpl96_00999,Shared,GPL570 & GPL96,Gene 999,High
GENE_01000,probe_gpl570_01000,probe_gpl96_01000,Shared,GPL570 & GPL96,Gene 1000,High
GENE_01001,probe_gpl570_01001,probe_gpl96_01001,Shared,GPL570 & GPL96,Gene 1001,High
GENE_01002,probe_gpl570_01002,probe_gpl96_01002,Shared,GPL570 & GPL96,Gene 1002,High
GENE_01003,probe_gpl570_01003,probe_gpl96_01003,Shared,GPL570 & GPL96,Gene 1003,High
GENE_01004,probe_gpl570_01004,probe_gpl96_01004,Shared,GPL570 & GPL96,Gene 1004,High
GENE_01005,probe_gpl570_01005,probe_gpl96_01005,Shared,GPL570 & GPL96,Gene 1005,High
GENE_01006,probe_gpl570_01006,probe_gpl96_01006,Shared,GPL570 & GPL96,Gene 1006,High
GENE_01007,probe_gpl570_01007,probe_gpl96_01007,Shared,GPL570 & GPL96,Gene 1007,High
GENE_01008,probe_gpl570_01008,probe_gpl96_01008,Shared,GPL570 & GPL96,Gene 1008,High
GENE_01009,probe_gpl570_01009,probe_gpl96_01009,Shared,GPL570 & GPL96,Gene 1009,High
GENE_01010,probe_gpl570_01010,probe_gpl96_01010,Shared,GPL570 & GPL96,Gene 1010,High
GENE_01011,probe_gpl570_01011,probe_gpl96_01011,Shared,GPL570 & GPL96,Gene 1011,High
GENE_01012,probe_gpl570_01012,probe_gpl96_01012,Shared,GPL570 & GPL96,Gene 1012,High
GENE_01013,probe_gpl570_01013,probe_gpl96_01013,Shared,GPL570 & GPL96,Gene 1013,High
GENE_01014,probe_gpl570_01014,probe_gpl96_01014,Shared,GPL570 & GPL96,Gene 1014,High
GENE_01015,probe_gpl570_01015,probe_gpl96_01015,Shared,GPL570 & GPL96,Gene 1015,High
GENE_01016,probe_gpl570_01016,probe_gpl96_01016,Shared,GPL570 & GPL96,Gene 1016,High
GENE_01017,probe_gpl570_01017,probe_gpl96_01017,Shared,GPL570 & GPL96,Gene 1017,High
GENE_01018,probe_gpl570_01018,probe_gpl96_01018,Shared,GPL570 & GPL96,Gene 1018,High
GENE_01019,probe_gpl570_01019,probe_gpl96_01019,Shared,GPL570 & GPL96,Gene 1019,High
GENE_01020,probe_gpl570_01020,probe_gpl96_01020,Shared,GPL570 & GPL96,Gene 1020,High
GENE_01021,probe_gpl570_01021,probe_gpl96_01021,Shared,GPL570 & GPL96,Gene 1021,High
GENE_01022,probe_gpl570_01022,probe_gpl96_01022,Shared,GPL570 & GPL96,Gene 1022,High
GENE_01023,probe_gpl570_01023,probe_gpl96_01023,Shared,GPL570 & GPL96,Gene 1023,High
GENE_01024,probe_gpl570_01024,probe_gpl96_01024,Shared,GPL570 & GPL96,Gene 1024,High
GENE_01025,probe_gpl570_01025,probe_gpl96_01025,Shared,GPL570 & GPL96,Gene 1025,High
GENE_01026,probe_gpl570_01026,probe_gpl96_01026,Shared,GPL570 & GPL96,Gene 1026,High
GENE_01027,probe_gpl570_01027,probe_gpl96_01027,Shared,GPL570 & GPL96,Gene 1027,High
GENE_01028,probe_gpl570_01028,probe_gpl96_01028,Shared,GPL570 & GPL96,Gene 1028,High
GENE_01029,probe_gpl570_01029,probe_gpl96_01029,Shared,GPL570 & GPL96,Gene 1029,High
GENE_01030,probe_gpl570_01030,probe_gpl96_01030,Shared,GPL570 & GPL96,Gene 1030,High
GENE_01031,probe_gpl570_01031,probe_gpl96_01031,Shared,GPL570 & GPL96,Gene 1031,High
GENE_01032,probe_gpl570_01032,probe_gpl96_01032,Shared,GPL570 & GPL96,Gene 1032,High
GENE_01033,probe_gpl570_01033,probe_gpl96_01033,Shared,GPL570 & GPL96,Gene 1033,High
GENE_01034,probe_gpl570_01034,probe_gpl96_01034,Shared,GPL570 & GPL96,Gene 1034,High
GENE_01035,probe_gpl570_01035,probe_gpl96_01035,Shared,GPL570 & GPL96,Gene 1035,High
GENE_01036,probe_gpl570_01036,probe_gpl96_01036,Shared,GPL570 & GPL96,Gene 1036,High
GENE_01037,probe_gpl570_01037,probe_gpl96_01037,Shared,GPL570 & GPL96,Gene 1037,High
GENE_01038,probe_gpl570_01038,probe_gpl96_01038,Shared,GPL570 & GPL96,Gene 1038,High
GENE_01039,probe_gpl570_01039,probe_gpl96_01039,Shared,GPL570 & GPL96,Gene 1039,High
GENE_01040,probe_gpl570_01040,probe_gpl96_01040,Shared,GPL570 & GPL96,Gene 1040,High
GENE_01041,probe_gpl570_01041,probe_gpl96_01041,Shared,GPL570 & GPL96,Gene 1041,High
GENE_01042,probe_gpl570_01042,probe_gpl96_01042,Shared,GPL570 & GPL96,Gene 1042,High
GENE_01043,probe_gpl570_01043,probe_gpl96_01043,Shared,GPL570 & GPL96,Gene 1043,High
GENE_01044,probe_gpl570_01044,probe_gpl96_01044,Shared,GPL570 & GPL96,Gene 1044,High
GENE_01045,probe_gpl570_01045,probe_gpl96_01045,Shared,GPL570 & GPL96,Gene 1045,High
GENE_01046,probe_gpl570_01046,probe_gpl96_01046,Shared,GPL570 & GPL96,Gene 1046,High
GENE_01047,probe_gpl570_01047,probe_gpl96_01047,Shared,GPL570 & GPL96,Gene 1047,High
GENE_01048,probe_gpl570_01048,probe_gpl96_01048,Shared,GPL570 & GPL96,Gene 1048,High
GENE_01049,probe_gpl570_01049,probe_gpl96_01049,Shared,GPL570 & GPL96,Gene 1049,High
GENE_01050,probe_gpl570_01050,probe_gpl96_01050,Shared,GPL570 & GPL96,Gene 1050,High
GENE_01051,probe_gpl570_01051,probe_gpl96_01051,Shared,GPL570 & GPL96,Gene 1051,High
GENE_01052,probe_gpl570_01052,probe_gpl96_01052,Shared,GPL570 & GPL96,Gene 1052,High
GENE_01053,probe_gpl570_01053,probe_gpl96_01053,Shared,GPL570 & GPL96,Gene 1053,High
GENE_01054,probe_gpl570_01054,probe_gpl96_01054,Shared,GPL570 & GPL96,Gene 1054,High
GENE_01055,probe_gpl570_01055,probe_gpl96_01055,Shared,GPL570 & GPL96,Gene 1055,High
GENE_01056,probe_gpl570_01056,probe_gpl96_01056,Shared,GPL570 & GPL96,Gene 1056,High
GENE_01057,probe_gpl570_01057,probe_gpl96_01057,Shared,GPL570 & GPL96,Gene 1057,High
GENE_01058,probe_gpl570_01058,probe_gpl96_01058,Shared,GPL570 & GPL96,Gene 1058,High
GENE_01059,probe_gpl570_01059,probe_gpl96_01059,Shared,GPL570 & GPL96,Gene 1059,High
GENE_01060,probe_gpl570_01060,probe_gpl96_01060,Shared,GPL570 & GPL96,Gene 1060,High
GENE_01061,probe_gpl570_01061,probe_gpl96_01061,Shared,GPL570 & GPL96,Gene 1061,High
GENE_01062,probe_gpl570_01062,probe_gpl96_01062,Shared,GPL570 & GPL96,Gene 1062,High
GENE_01063,probe_gpl570_01063,probe_gpl96_01063,Shared,GPL570 & GPL96,Gene 1063,High
GENE_01064,probe_gpl570_01064,probe_gpl96_01064,Shared,GPL570 & GPL96,Gene 1064,High
GENE_01065,probe_gpl570_01065,probe_gpl96_01065,Shared,GPL570 & GPL96,Gene 1065,High
GENE_01066,probe_gpl570_01066,probe_gpl96_01066,Shared,GPL570 & GPL96,Gene 1066,High
GENE_01067,probe_gpl570_01067,probe_gpl96_01067,Shared,GPL570 & GPL96,Gene 1067,High
GENE_01068,probe_gpl570_01068,probe_gpl96_01068,Shared,GPL570 & GPL96,Gene 1068,High
GENE_01069,probe_gpl570_01069,probe_gpl96_01069,Shared,GPL570 & GPL96,Gene 1069,High
GENE_01070,probe_gpl570_01070,probe_gpl96_01070,Shared,GPL570 & GPL96,Gene 1070,High
GENE_01071,probe_gpl570_01071,probe_gpl96_01071,Shared,GPL570 & GPL96,Gene 1071,High
GENE_01072,probe_gpl570_01072,probe_gpl96_01072,Shared,GPL570 & GPL96,Gene 1072,High
GENE_01073,probe_gpl570_01073,probe_gpl96_01073,Shared,GPL570 & GPL96,Gene 1073,High
GENE_01074,probe_gpl570_01074,probe_gpl96_01074,Shared,GPL570 & GPL96,Gene 1074,High
GENE_01075,probe_gpl570_01075,probe_gpl96_01075,Shared,GPL570 & GPL96,Gene 1075,High
GENE_01076,probe_gpl570_01076,probe_gpl96_01076,Shared,GPL570 & GPL96,Gene 1076,High
GENE_01077,probe_gpl570_01077,probe_gpl96_01077,Shared,GPL570 & GPL96,Gene 1077,High
GENE_01078,probe_gpl570_01078,probe_gpl96_01078,Shared,GPL570 & GPL96,Gene 1078,High
GENE_01079,probe_gpl570_01079,probe_gpl96_01079,Shared,GPL570 & GPL96,Gene 1079,High
GENE_01080,probe_gpl570_01080,probe_gpl96_01080,Shared,GPL570 & GPL96,Gene 1080,High
GENE_01081,probe_gpl570_01081,probe_gpl96_01081,Shared,GPL570 & GPL96,Gene 1081,High
GENE_01082,probe_gpl570_01082,probe_gpl96_01082,Shared,GPL570 & GPL96,Gene 1082,High
GENE_01083,probe_gpl570_01083,probe_gpl96_01083,Shared,GPL570 & GPL96,Gene 1083,High
GENE_01084,probe_gpl570_01084,probe_gpl96_01084,Shared,GPL570 & GPL96,Gene 1084,High
GENE_01085,probe_gpl570_01085,probe_gpl96_01085,Shared,GPL570 & GPL96,Gene 1085,High
GENE_01086,probe_gpl570_01086,probe_gpl96_01086,Shared,GPL570 & GPL96,Gene 1086,High
GENE_01087,probe_gpl570_01087,probe_gpl96_01087,Shared,GPL570 & GPL96,Gene 1087,High
GENE_01088,probe_gpl570_01088,probe_gpl96_01088,Shared,GPL570 & GPL96,Gene 1088,High
GENE_01089,probe_gpl570_01089,probe_gpl96_01089,Shared,GPL570 & GPL96,Gene 1089,High
GENE_01090,probe_gpl570_01090,probe_gpl96_01090,Shared,GPL570 & GPL96,Gene 1090,High
GENE_01091,probe_gpl570_01091,probe_gpl96_01091,Shared,GPL570 & GPL96,Gene 1091,High
GENE_01092,probe_gpl570_01092,probe_gpl96_01092,Shared,GPL570 & GPL96,Gene 1092,High
GENE_01093,probe_gpl570_01093,probe_gpl96_01093,Shared,GPL570 & GPL96,Gene 1093,High
GENE_01094,probe_gpl570_01094,probe_gpl96_01094,Shared,GPL570 & GPL96,Gene 1094,High
GENE_01095,probe_gpl570_01095,probe_gpl96_01095,Shared,GPL570 & GPL96,Gene 1095,High
GENE_01096,probe_gpl570_01096,probe_gpl96_01096,Shared,GPL570 & GPL96,Gene 1096,High
GENE_01097,probe_gpl570_01097,probe_gpl96_01097,Shared,GPL570 & GPL96,Gene 1097,High
GENE_01098,probe_gpl570_01098,probe_gpl96_01098,Shared,GPL570 & GPL96,Gene 1098,High
GENE_01099,probe_gpl570_01099,probe_gpl96_01099,Shared,GPL570 & GPL96,Gene 1099,High
GENE_01100,probe_gpl570_01100,probe_gpl96_01100,Shared,GPL570 & GPL96,Gene 1100,High
GENE_01101,probe_gpl570_01101,probe_gpl96_01101,Shared,GPL570 & GPL96,Gene 1101,High
GENE_01102,probe_gpl570_01102,probe_gpl96_01102,Shared,GPL570 & GPL96,Gene 1102,High
GENE_01103,probe_gpl570_01103,probe_gpl96_01103,Shared,GPL570 & GPL96,Gene 1103,High
GENE_01104,probe_gpl570_01104,probe_gpl96_01104,Shared,GPL570 & GPL96,Gene 1104,High
GENE_01105,probe_gpl570_01105,probe_gpl96_01105,Shared,GPL570 & GPL96,Gene 1105,High
GENE_01106,probe_gpl570_01106,probe_gpl96_01106,Shared,GPL570 & GPL96,Gene 1106,High
GENE_01107,probe_gpl570_01107,probe_gpl96_01107,Shared,GPL570 & GPL96,Gene 1107,High
GENE_01108,probe_gpl570_01108,probe_gpl96_01108,Shared,GPL570 & GPL96,Gene 1108,High
GENE_01109,probe_gpl570_01109,probe_gpl96_01109,Shared,GPL570 & GPL96,Gene 1109,High
GENE_01110,probe_gpl570_01110,probe_gpl96_01110,Shared,GPL570 & GPL96,Gene 1110,High
GENE_01111,probe_gpl570_01111,probe_gpl96_01111,Shared,GPL570 & GPL96,Gene 1111,High
GENE_01112,probe_gpl570_01112,probe_gpl96_01112,Shared,GPL570 & GPL96,Gene 1112,High
GENE_01113,probe_gpl570_01113,probe_gpl96_01113,Shared,GPL570 & GPL96,Gene 1113,High
GENE_01114,probe_gpl570_01114,probe_gpl96_01114,Shared,GPL570 & GPL96,Gene 1114,High
GENE_01115,probe_gpl570_01115,probe_gpl96_01115,Shared,GPL570 & GPL96,Gene 1115,High
GENE_01116,probe_gpl570_01116,probe_gpl96_01116,Shared,GPL570 & GPL96,Gene 1116,High
GENE_01117,probe_gpl570_01117,probe_gpl96_01117,Shared,GPL570 & GPL96,Gene 1117,High
GENE_01118,probe_gpl570_01118,probe_gpl96_01118,Shared,GPL570 & GPL96,Gene 1118,High
GENE_01119,probe_gpl570_01119,probe_gpl96_01119,Shared,GPL570 & GPL96,Gene 1119,High
GENE_01120,probe_gpl570_01120,probe_gpl96_01120,Shared,GPL570 & GPL96,Gene 1120,High
GENE_01121,probe_gpl570_01121,probe_gpl96_01121,Shared,GPL570 & GPL96,Gene 1121,High
GENE_01122,probe_gpl570_01122,probe_gpl96_01122,Shared,GPL570 & GPL96,Gene 1122,High
GENE_01123,probe_gpl570_01123,probe_gpl96_01123,Shared,GPL570 & GPL96,Gene 1123,High
GENE_01124,probe_gpl570_01124,probe_gpl96_01124,Shared,GPL570 & GPL96,Gene 1124,High
GENE_01125,probe_gpl570_01125,probe_gpl96_01125,Shared,GPL570 & GPL96,Gene 1125,High
GENE_01126,probe_gpl570_01126,probe_gpl96_01126,Shared,GPL570 & GPL96,Gene 1126,High
GENE_01127,probe_gpl570_01127,probe_gpl96_01127,Shared,GPL570 & GPL96,Gene 1127,High
GENE_01128,probe_gpl570_01128,probe_gpl96_01128,Shared,GPL570 & GPL96,Gene 1128,High
GENE_01129,probe_gpl570_01129,probe_gpl96_01129,Shared,GPL570 & GPL96,Gene 1129,High
GENE_01130,probe_gpl570_01130,probe_gpl96_01130,Shared,GPL570 & GPL96,Gene 1130,High
GENE_01131,probe_gpl570_01131,probe_gpl96_01131,Shared,GPL570 & GPL96,Gene 1131,High
GENE_01132,probe_gpl570_01132,probe_gpl96_01132,Shared,GPL570 & GPL96,Gene 1132,High
GENE_01133,probe_gpl570_01133,probe_gpl96_01133,Shared,GPL570 & GPL96,Gene 1133,High
GENE_01134,probe_gpl570_01134,probe_gpl96_01134,Shared,GPL570 & GPL96,Gene 1134,High
GENE_01135,probe_gpl570_01135,probe_gpl96_01135,Shared,GPL570 & GPL96,Gene 1135,High
GENE_01136,probe_gpl570_01136,probe_gpl96_01136,Shared,GPL570 & GPL96,Gene 1136,High
GENE_01137,probe_gpl570_01137,probe_gpl96_01137,Shared,GPL570 & GPL96,Gene 1137,High
GENE_01138,probe_gpl570_01138,probe_gpl96_01138,Shared,GPL570 & GPL96,Gene 1138,High
GENE_01139,probe_gpl570_01139,probe_gpl96_01139,Shared,GPL570 & GPL96,Gene 1139,High
GENE_01140,probe_gpl570_01140,probe_gpl96_01140,Shared,GPL570 & GPL96,Gene 1140,High
GENE_01141,probe_gpl570_01141,probe_gpl96_01141,Shared,GPL570 & GPL96,Gene 1141,High
GENE_01142,probe_gpl570_01142,probe_gpl96_01142,Shared,GPL570 & GPL96,Gene 1142,High
GENE_01143,probe_gpl570_01143,probe_gpl96_01143,Shared,GPL570 & GPL96,Gene 1143,High
